,returns
2020-10-12,0.024569396
2020-10-13,-0.004662097
2020-10-14,0.01478353
2020-10-15,0.0019507925
2020-10-16,0.0012315777
2020-10-19,-0.0060937614
2020-10-20,-0.009775679
2020-10-21,0.0037853126
2020-10-22,0.016111886
2020-10-23,-0.048357796
2020-10-26,-0.028095419
2020-10-27,-0.0074782935
2020-10-28,-0.030027267
2020-10-29,0.0137061495
2020-10-30,0.014635811
2020-11-02,0.01996263
2020-11-03,-0.0016592384
2020-11-04,0.00484377
2020-11-05,0.016527528
2020-11-06,-0.0039534993
2020-11-09,0.01769184
2020-11-10,0.011311451
2020-11-11,0.0059950617
2020-11-12,-0.02353815
2020-11-13,0.024907907
2020-11-16,0.030190783
2020-11-17,-0.012459631
2020-11-18,-0.014344642
2020-11-19,0.009281177
2020-11-20,-0.0042252922
2020-11-23,0.021932427
2020-11-24,0.01601112
2020-11-25,-0.007474007
2020-11-27,0.0074096913
2020-11-30,0.000356134
2020-12-01,0.025596125
2020-12-02,0.012035882
2020-12-03,0.02631685
2020-12-04,0.015866691
2020-12-07,-0.019793058
2020-12-08,0.001984938
2020-12-09,-0.0052545313
2020-12-10,0.0069814604
2020-12-11,-0.008794966
2020-12-14,0.0029211184
2020-12-15,0.0041140663
2020-12-16,-0.0045042806
2020-12-17,0.00067278603
2020-12-18,-0.039100915
2020-12-21,-0.023009516
2020-12-22,-0.0042908383
2020-12-23,0.012488669
2020-12-24,0.0022221054
2020-12-28,0.006289748
2020-12-29,0.019169917
2020-12-30,-0.008096329
2020-12-31,0.017683065
2021-01-04,-0.015092568
2021-01-05,0.017466951
2021-01-06,0.027767356
2021-01-07,0.0061847093
2021-01-08,-0.00874497
2021-01-11,0.0012034957
2021-01-12,0.012356985
2021-01-13,0.024614984
2021-01-14,0.030214874
2021-01-15,-0.014002584
2021-01-19,0.0113407625
2021-01-20,0.01942866
2021-01-21,0.035892814
2021-01-22,-0.04519371
2021-01-25,-0.011263821
2021-01-26,-0.005333239
2021-01-27,-0.02512143
2021-01-28,0.023361567
2021-01-29,-0.015312221
2021-02-01,0.016930824
2021-02-02,0.017957348
2021-02-03,0.0038567374
2021-02-04,0.021443425
2021-02-05,-0.006137185
2021-02-08,0.0408837
2021-02-09,-0.0042867037
2021-02-10,0.0057020485
2021-02-11,0.010758385
2021-02-12,0.01967296
2021-02-16,0.0310627
2021-02-17,-0.018910322
2021-02-18,0.009993476
